batting_team,bowling_team,city,runs_left,balls_left,wickets,target_runs,cur_run_rate,req_run_rate,result
Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,54,32,6,153,6.75,10.125,0
Rajasthan Royals,Kings XI Punjab,Chandigarh,32,8,2,180,7.928571429,24.0,0
Delhi Daredevils,Rajasthan Royals,Mumbai,133,79,8,190,8.341463415,10.10126582,0
Kolkata Knight Riders,Mumbai Indians,Port Elizabeth,110,50,7,188,6.685714286,13.2,0
Chennai Super Kings,Mumbai Indians,Kolkata,91,51,2,149,5.043478261,10.70588235,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,130,114,9,135,5.0,6.842105263,0
Sunrisers Hyderabad,Delhi Daredevils,Delhi,69,73,8,115,5.872340426,5.671232877,1
Rajasthan Royals,Sunrisers Hyderabad,Visakhapatnam,74,69,10,128,6.352941176,6.434782609,1
Mumbai Indians,Kings XI Punjab,Chandigarh,77,42,0,164,6.692307692,11.0,0
Kings XI Punjab,Chennai Super Kings,Chennai,24,1,5,166,7.159663866,144.0,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,44,44,8,159,9.078947368,6.0,1
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,135,80,8,192,8.55,10.125,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,33,15,5,171,7.885714286,13.2,1
Delhi Daredevils,Chennai Super Kings,Johannesburg,151,105,10,164,5.2,8.628571429,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,82,36,7,201,8.5,13.66666667,0
Mumbai Indians,Chennai Super Kings,Chennai,59,81,10,113,8.307692308,4.37037037,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,76,22,5,196,7.346938776,20.72727273,0
Kolkata Knight Riders,Kings XI Punjab,Bangalore,143,85,9,200,9.771428571,10.09411765,1
Chennai Super Kings,Kings XI Punjab,Pune,152,104,9,165,4.875,8.769230769,1
Mumbai Indians,Deccan Chargers,Durban,61,30,6,169,7.2,12.2,0
Deccan Chargers,Rajasthan Royals,Nagpur,46,35,6,160,8.047058824,7.885714286,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,81,35,7,201,8.470588235,13.88571429,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,35,25,8,192,9.915789474,8.4,1
Kings XI Punjab,Sunrisers Hyderabad,Mohali,69,49,9,159,7.605633803,8.448979592,1
Royal Challengers Bangalore,Deccan Chargers,Bangalore,165,109,10,182,9.272727273,9.082568807,1
Chennai Super Kings,Mumbai Indians,Port Elizabeth,95,64,8,148,5.678571429,8.90625,1
Chennai Super Kings,Royal Challengers Bangalore,Mumbai,173,116,10,176,4.5,8.948275862,1
Chennai Super Kings,Mumbai Indians,Mumbai,60,31,4,170,7.415730337,11.61290323,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,48,16,2,131,4.788461538,18.0,0
Sunrisers Hyderabad,Delhi Daredevils,Delhi,46,38,7,115,5.048780488,7.263157895,1
Delhi Daredevils,Deccan Chargers,Hyderabad,28,34,9,188,11.1627907,4.941176471,1
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,18,5,4,179,8.4,21.6,0
Mumbai Indians,Chennai Super Kings,Mumbai,38,49,9,157,10.05633803,4.653061224,1
Kings XI Punjab,Chennai Super Kings,Durban,36,9,3,117,4.378378378,24.0,0
Chennai Super Kings,Mumbai Indians,Kolkata,64,28,2,149,5.543478261,13.71428571,0
Royal Challengers Bangalore,Deccan Chargers,Nagpur,78,58,9,152,7.161290323,8.068965517,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,66,46,9,184,9.567567568,8.608695652,1
Mumbai Indians,Chennai Super Kings,Chennai,78,69,8,137,6.941176471,6.782608696,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,8,5,6,159,7.87826087,9.6,1
Mumbai Indians,Delhi Daredevils,Delhi,55,33,6,165,7.586206897,10.0,0
Mumbai Indians,Kings XI Punjab,Chandigarh,181,114,10,183,2.0,9.526315789,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,83,53,8,152,6.179104478,9.396226415,1
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,36,28,6,206,11.08695652,7.714285714,1
Delhi Daredevils,Rajasthan Royals,Jaipur,65,76,9,142,10.5,5.131578947,1
Royal Challengers Bangalore,Kolkata Knight Riders,Durban,138,117,10,140,4.0,7.076923077,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,126,78,9,173,6.714285714,9.692307692,0
Royal Challengers Bangalore,Delhi Daredevils,Delhi,144,92,8,189,9.642857143,9.391304348,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,173,77,7,220,6.558139535,13.48051948,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,132,46,5,224,7.459459459,17.2173913,0
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,108,38,6,220,8.195121951,17.05263158,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,166,117,10,169,6.0,8.512820513,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,74,72,10,134,7.5,6.166666667,1
Mumbai Indians,Deccan Chargers,Mumbai,53,24,4,136,5.1875,13.25,0
Mumbai Indians,Kolkata Knight Riders,Kolkata,9,4,5,160,7.810344828,13.5,1
Chennai Super Kings,Royal Challengers Bangalore,Bangalore,62,20,4,172,6.6,18.6,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,5,8,5,159,8.25,3.75,1
Kolkata Knight Riders,Delhi Daredevils,Kolkata,69,101,10,99,9.473684211,4.099009901,1
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,45,31,4,158,7.617977528,8.709677419,0
Deccan Chargers,Kolkata Knight Riders,Kolkata,149,101,9,164,4.736842105,8.851485149,0
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,70,29,5,182,7.384615385,14.48275862,0
Delhi Daredevils,Rajasthan Royals,Ahmedabad,66,81,8,142,11.69230769,4.888888889,1
Rajasthan Royals,Mumbai Indians,Mumbai,58,26,5,198,8.936170213,13.38461538,0
Chennai Super Kings,Delhi Daredevils,Durban,93,65,8,190,10.58181818,8.584615385,0
Delhi Daredevils,Mumbai Indians,Delhi,200,110,10,219,11.4,10.90909091,0
Delhi Daredevils,Mumbai Indians,Mumbai,122,95,6,143,5.04,7.705263158,0
Kolkata Knight Riders,Delhi Daredevils,Delhi,80,70,9,154,8.88,6.857142857,1
Mumbai Indians,Deccan Chargers,Centurion,36,14,2,146,6.226415094,15.42857143,0
Royal Challengers Bangalore,Mumbai Indians,Bengaluru,123,67,8,198,8.490566038,11.01492537,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,106,71,9,166,7.346938776,8.957746479,1
Rajasthan Royals,Kings XI Punjab,Jaipur,110,109,10,125,8.181818182,6.055045872,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,48,29,6,153,6.923076923,9.931034483,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,95,34,7,196,7.046511628,16.76470588,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,59,23,7,201,8.783505155,15.39130435,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,95,39,5,186,6.740740741,14.61538462,0
Deccan Chargers,Kings XI Punjab,Johannesburg,81,72,8,135,6.75,6.75,0
Deccan Chargers,Rajasthan Royals,Nagpur,153,109,10,160,3.818181818,8.422018349,0
Mumbai Indians,Rajasthan Royals,Jaipur,42,39,10,163,8.962962963,6.461538462,1
Royal Challengers Bangalore,Mumbai Indians,Johannesburg,28,30,9,150,8.133333333,5.6,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,147,72,6,196,6.125,12.25,0
Mumbai Indians,Kings XI Punjab,Dharamsala,157,98,9,184,7.363636364,9.612244898,0
Delhi Daredevils,Chennai Super Kings,Chennai,105,106,7,113,3.428571429,5.943396226,1
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,100,105,10,118,7.2,5.714285714,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,103,20,2,198,5.7,30.9,0
Kings XI Punjab,Rajasthan Royals,Ahmedabad,103,46,7,192,7.216216216,13.43478261,1
Mumbai Indians,Kings XI Punjab,Indore,149,95,10,185,8.64,9.410526316,1
Mumbai Indians,Chennai Super Kings,Chennai,86,100,10,113,8.1,5.16,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,83,87,9,134,9.272727273,5.724137931,1
Kolkata Knight Riders,Delhi Daredevils,Delhi,112,91,8,147,7.24137931,7.384615385,1
Chennai Super Kings,Kings XI Punjab,Chandigarh,31,40,8,131,7.5,4.65,1
Deccan Chargers,Mumbai Indians,Hyderabad,179,117,10,179,0.0,9.179487179,0
Kolkata Knight Riders,Delhi Daredevils,Delhi,36,34,9,161,8.720930233,6.352941176,1
Delhi Daredevils,Deccan Chargers,Delhi,94,71,6,146,6.367346939,7.943661972,0
Royal Challengers Bangalore,Deccan Chargers,Bangalore,114,70,10,182,8.16,9.771428571,1
Chennai Super Kings,Rajasthan Royals,Jaipur,144,96,7,159,3.75,9.0,1
Kolkata Knight Riders,Delhi Daredevils,Delhi,78,68,8,147,7.961538462,6.882352941,1
Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,100,58,9,180,7.741935484,10.34482759,1
Rajasthan Royals,Royal Challengers Bangalore,Pune,112,56,7,181,6.46875,12.0,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,184,117,10,186,4.0,9.435897436,1
Kolkata Knight Riders,Chennai Super Kings,Ranchi,37,22,3,149,6.857142857,10.09090909,0
Rajasthan Royals,Sunrisers Hyderabad,Abu Dhabi,105,87,8,134,5.272727273,7.24137931,1
Mumbai Indians,Kings XI Punjab,Mumbai,155,83,9,205,8.108108108,11.20481928,1
Sunrisers Hyderabad,Kings XI Punjab,Sharjah,85,23,3,194,6.742268041,22.17391304,0
Sunrisers Hyderabad,Delhi Capitals,Hyderabad,65,33,8,165,6.896551724,11.81818182,0
Deccan Chargers,Chennai Super Kings,Chennai,51,34,7,166,8.023255814,9.0,0
Deccan Chargers,Chennai Super Kings,Visakhapatnam,93,30,2,194,6.733333333,18.6,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,139,97,10,188,12.7826087,8.597938144,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,94,72,9,143,6.125,7.833333333,1
Mumbai Indians,Delhi Daredevils,Delhi,125,79,8,187,9.073170732,9.493670886,0
Rajasthan Royals,Mumbai Indians,Jaipur,101,82,9,172,11.21052632,7.390243902,1
Mumbai Indians,Deccan Chargers,Centurion,35,13,2,146,6.224299065,16.15384615,0
Chennai Super Kings,Kings XI Punjab,Chennai,68,64,9,137,7.392857143,6.375,0
Kings XI Punjab,Rajasthan Royals,Sharjah,188,116,10,192,6.0,9.724137931,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,160,91,9,191,6.413793103,10.54945055,0
Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,75,33,6,214,9.586206897,13.63636364,1
Rajasthan Royals,Delhi Daredevils,Delhi,79,25,2,189,6.947368421,18.96,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,187,119,10,188,6.0,9.428571429,0
Delhi Daredevils,Chennai Super Kings,Abu Dhabi,115,53,5,178,5.641791045,13.01886792,0
Delhi Daredevils,Deccan Chargers,Centurion,7,8,6,149,7.607142857,5.25,1
Rajasthan Royals,Delhi Daredevils,Jaipur,151,110,10,155,2.4,8.236363636,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,56,46,8,159,8.351351351,7.304347826,1
Delhi Daredevils,Royal Challengers Bangalore,Delhi,126,61,7,216,9.152542373,12.39344262,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,48,34,7,169,8.441860465,8.470588235,1
Chennai Super Kings,Kings XI Punjab,Mumbai,127,83,7,227,16.21621622,9.180722892,0
Chennai Super Kings,Kings XI Punjab,Chennai,62,35,5,157,6.705882353,10.62857143,0
Kings XI Punjab,Deccan Chargers,Kimberley,41,20,4,169,7.68,12.3,1
Rajasthan Royals,Mumbai Indians,Mumbai,90,60,9,192,10.2,9.0,1
Deccan Chargers,Kolkata Knight Riders,Johannesburg,156,112,10,161,3.75,8.357142857,1
Kings XI Punjab,Delhi Daredevils,Chandigarh,10,79,10,68,8.487804878,0.759493671,1
Mumbai Indians,Chennai Super Kings,Chennai,178,96,8,209,7.75,11.125,0
Chennai Super Kings,Kings XI Punjab,Mohali,115,66,7,199,9.333333333,10.45454545,0
Kings XI Punjab,Kolkata Knight Riders,Kolkata,141,57,7,224,7.904761905,14.84210526,0
Mumbai Indians,Chennai Super Kings,Mumbai,142,94,10,181,9.0,9.063829787,1
Delhi Capitals,Mumbai Indians,Delhi,113,63,8,175,6.526315789,10.76190476,0
Mumbai Indians,Deccan Chargers,Mumbai,82,95,9,101,4.56,5.178947368,1
Mumbai Indians,Kings XI Punjab,Durban,98,85,7,120,3.771428571,6.917647059,0
Deccan Chargers,Kolkata Knight Riders,Hyderabad,62,30,6,170,7.2,12.4,0
Chennai Super Kings,Kings XI Punjab,Mohali,92,49,7,199,9.042253521,11.26530612,0
Kings XI Punjab,Deccan Chargers,Hyderabad,88,60,8,165,7.7,8.8,1
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,34,22,6,191,9.612244898,9.272727273,1
Rajasthan Royals,Chennai Super Kings,Chennai,169,103,9,183,4.941176471,9.844660194,0
Rajasthan Royals,Royal Challengers Bangalore,Pune,78,14,1,181,5.830188679,33.42857143,0
Chennai Super Kings,Mumbai Indians,Kolkata,93,57,4,149,5.333333333,9.789473684,0
Rajasthan Royals,Delhi Daredevils,Centurion,80,56,6,144,6.0,8.571428571,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,144,117,10,145,2.0,7.384615385,1
Rajasthan Royals,Chennai Super Kings,Jaipur,116,81,7,142,4.0,8.592592593,1
Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,163,89,9,214,9.870967742,10.98876404,1
Kings XI Punjab,Sunrisers Hyderabad,Mohali,68,47,9,159,7.479452055,8.680851064,1
Rajasthan Royals,Chennai Super Kings,Pune,174,86,7,211,6.529411765,12.13953488,0
Kings XI Punjab,Royal Challengers Bangalore,Durban,9,4,5,146,7.086206897,13.5,0
Sunrisers Hyderabad,Delhi Daredevils,Hyderabad,60,36,8,167,7.642857143,10.0,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,32,21,7,160,7.757575758,9.142857143,1
Rajasthan Royals,Delhi Daredevils,Delhi,47,26,5,185,8.808510638,10.84615385,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,157,113,9,163,5.142857143,8.336283186,1
Mumbai Indians,Deccan Chargers,Mumbai,88,61,7,136,4.881355932,8.655737705,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,82,34,6,187,7.325581395,14.47058824,0
Rajasthan Royals,Sunrisers Hyderabad,Delhi,113,100,9,133,6.0,6.78,1
Rajasthan Royals,Chennai Super Kings,Unknown,97,76,6,141,6.0,7.657894737,0
Rajasthan Royals,Deccan Chargers,Jaipur,11,5,5,197,9.704347826,13.2,1
Delhi Daredevils,Royal Challengers Bangalore,Delhi,206,116,10,216,15.0,10.65517241,0
Deccan Chargers,Kings XI Punjab,Johannesburg,54,37,5,135,5.855421687,8.756756757,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,30,31,8,167,9.235955056,5.806451613,1
Sunrisers Hyderabad,Kings XI Punjab,Mohali,86,35,7,202,8.188235294,14.74285714,0
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,97,38,6,187,6.585365854,15.31578947,0
Delhi Daredevils,Mumbai Indians,Centurion,13,19,4,166,9.089108911,4.105263158,1
Kolkata Knight Riders,Delhi Daredevils,Delhi,35,32,9,161,8.590909091,6.5625,1
Kolkata Knight Riders,Kings XI Punjab,Pune,88,60,5,156,6.8,8.8,1
Kings XI Punjab,Delhi Daredevils,Delhi,1,11,7,112,6.110091743,0.545454545,1
Chennai Super Kings,Kings XI Punjab,Pune,164,119,10,165,6.0,8.268907563,1
Mumbai Indians,Deccan Chargers,Visakhapatnam,63,40,7,139,5.7,9.45,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,41,32,7,169,8.727272727,7.6875,1
Kings XI Punjab,Chennai Super Kings,Chandigarh,117,77,9,189,10.04651163,9.116883117,1
Rajasthan Royals,Chennai Super Kings,Chennai,109,44,8,247,10.89473684,14.86363636,0
Mumbai Indians,Kolkata Knight Riders,Kolkata,120,82,9,176,8.842105263,8.780487805,1
Kolkata Knight Riders,Kings XI Punjab,Bangalore,183,110,9,200,10.2,9.981818182,1
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,153,91,8,187,7.034482759,10.08791209,0
Delhi Daredevils,Mumbai Indians,Mumbai,54,35,5,163,7.694117647,9.257142857,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,64,35,7,141,5.435294118,10.97142857,0
Kings XI Punjab,Chennai Super Kings,Durban,83,75,8,117,4.533333333,6.64,0
Rajasthan Royals,Royal Challengers Bangalore,Pune,96,39,6,181,6.296296296,14.76923077,0
Delhi Daredevils,Royal Challengers Bangalore,Delhi,173,112,10,184,8.25,9.267857143,0
Deccan Chargers,Kolkata Knight Riders,Hyderabad,115,74,8,170,7.173913043,9.324324324,0
Mumbai Indians,Rajasthan Royals,Jaipur,157,91,8,180,4.75862069,10.35164835,0
Kings XI Punjab,Mumbai Indians,Chandigarh,127,83,8,173,7.459459459,9.180722892,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,79,62,7,206,13.13793103,7.64516129,1
Royal Challengers Bangalore,Chennai Super Kings,Durban,85,73,7,130,5.744680851,6.98630137,1
Rajasthan Royals,Chennai Super Kings,Unknown,131,110,9,141,6.0,7.145454545,0
Rajasthan Royals,Sunrisers Hyderabad,Mumbai,15,3,3,202,9.58974359,30.0,0
Kings XI Punjab,Deccan Chargers,Dharamsala,199,119,10,199,0.0,10.03361345,0
Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,7,6,4,162,8.157894737,7.0,1
Rajasthan Royals,Delhi Daredevils,Jaipur,155,114,10,155,0.0,8.157894737,1
Sunrisers Hyderabad,Mumbai Indians,Mumbai,78,49,7,158,6.76056338,9.551020408,0
Mumbai Indians,Deccan Chargers,Visakhapatnam,24,13,6,139,6.448598131,11.07692308,1
Royal Challengers Bangalore,Delhi Daredevils,Raipur,121,103,8,139,6.352941176,7.048543689,1
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,25,39,9,136,8.222222222,3.846153846,1
Kings XI Punjab,Mumbai Indians,Chandigarh,189,116,10,190,1.5,9.775862069,0
Sunrisers Hyderabad,Kings XI Punjab,Sharjah,159,89,7,194,6.774193548,10.71910112,0
Deccan Chargers,Royal Challengers Bangalore,Bangalore,68,49,8,157,7.521126761,8.326530612,0
Delhi Daredevils,Chennai Super Kings,Chennai,34,31,6,113,5.325842697,6.580645161,1
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,32,14,4,151,6.735849057,13.71428571,0
Chennai Super Kings,Mumbai Indians,Kolkata,198,113,10,203,4.285714286,10.51327434,0
Royal Challengers Bangalore,Deccan Chargers,Hyderabad,16,12,5,166,8.333333333,8.0,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,39,17,5,171,7.689320388,13.76470588,1
Deccan Chargers,Kolkata Knight Riders,Mumbai,54,41,7,162,8.202531646,7.902439024,0
Chennai Super Kings,Royal Challengers Bangalore,Chennai,61,21,7,206,8.787878788,17.42857143,1
Delhi Daredevils,Rajasthan Royals,Mumbai,188,117,10,190,4.0,9.641025641,0
Chennai Super Kings,Royal Challengers Bangalore,Ranchi,35,25,7,140,6.631578947,8.4,1
Delhi Daredevils,Rajasthan Royals,Jaipur,55,67,9,142,9.849056604,4.925373134,1
Delhi Capitals,Kings XI Punjab,Mohali,59,41,7,176,8.886075949,8.634146341,0
Rajasthan Royals,Deccan Chargers,Hyderabad,117,102,10,138,7.0,6.882352941,1
Deccan Chargers,Royal Challengers Bangalore,Bangalore,104,74,8,157,6.913043478,8.432432432,0
Kolkata Knight Riders,Chennai Super Kings,Chennai,13,6,5,191,9.368421053,13.0,1
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,116,60,6,186,7.0,11.6,0
Deccan Chargers,Delhi Daredevils,Delhi,145,95,9,195,12.0,9.157894737,0
Chennai Super Kings,Kolkata Knight Riders,Kolkata,88,52,6,171,7.323529412,10.15384615,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,116,91,9,160,9.103448276,7.648351648,1
Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,125,43,4,224,7.714285714,17.44186047,0
Rajasthan Royals,Deccan Chargers,Ahmedabad,53,59,9,149,9.442622951,5.389830508,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,42,14,3,165,6.962264151,18.0,0
Mumbai Indians,Rajasthan Royals,Jaipur,145,72,6,180,4.375,12.08333333,0
Chennai Super Kings,Mumbai Indians,Mumbai,80,33,6,177,6.689655172,14.54545455,0
Chennai Super Kings,Delhi Daredevils,Delhi,47,32,6,188,9.613636364,8.8125,1
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,28,14,3,158,7.358490566,12.0,0
Chennai Super Kings,Deccan Chargers,Chennai,187,112,10,191,3.0,10.01785714,0
Chennai Super Kings,Rajasthan Royals,Jaipur,111,101,9,127,5.052631579,6.594059406,1
Royal Challengers Bangalore,Deccan Chargers,Johannesburg,37,29,4,144,7.054945055,7.655172414,0
Chennai Super Kings,Rajasthan Royals,Chennai,117,95,10,147,7.2,7.389473684,1
Chennai Super Kings,Mumbai Indians,Kolkata,64,8,2,203,7.446428571,48.0,0
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,106,71,10,204,12.0,8.957746479,1
Mumbai Indians,Chennai Super Kings,Chennai,165,119,10,166,6.0,8.319327731,0
Royal Challengers Bangalore,Chennai Super Kings,Chennai,182,95,8,206,5.76,11.49473684,0
Rajasthan Royals,Kings XI Punjab,Jaipur,107,78,7,167,8.571428571,8.230769231,1
Chennai Super Kings,Delhi Daredevils,Delhi,32,17,9,179,8.563106796,11.29411765,1
Deccan Chargers,Chennai Super Kings,East London,100,60,5,179,7.9,10.0,0
Rajasthan Royals,Delhi Daredevils,Centurion,128,107,10,144,7.384615385,7.177570093,1
Mumbai Indians,Chennai Super Kings,Chennai,151,77,8,209,8.093023256,11.76623377,0
Chennai Super Kings,Royal Challengers Bangalore,Chennai,161,105,9,166,2.0,9.2,1
Delhi Daredevils,Mumbai Indians,Mumbai,84,42,7,174,6.923076923,12.0,0
Kings XI Punjab,Deccan Chargers,Dharamsala,105,33,5,199,6.482758621,19.09090909,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,148,83,8,186,6.162162162,10.69879518,1
Delhi Daredevils,Kolkata Knight Riders,Durban,115,94,10,155,9.230769231,7.340425532,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,122,58,5,166,4.258064516,12.62068966,0
Chennai Super Kings,Kolkata Knight Riders,Kolkata,123,77,8,171,6.697674419,9.584415584,1
Delhi Daredevils,Royal Challengers Bangalore,Delhi,72,40,7,184,8.4,10.8,0
Deccan Chargers,Mumbai Indians,Hyderabad,115,70,7,173,6.96,9.857142857,0
Rajasthan Royals,Chennai Super Kings,Unknown,68,45,5,141,5.84,9.066666667,0
Delhi Daredevils,Rajasthan Royals,Mumbai,132,76,8,190,7.909090909,10.42105263,0
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,118,94,10,137,4.384615385,7.531914894,0
Kolkata Knight Riders,Chennai Super Kings,Centurion,178,108,10,189,5.5,9.888888889,1
Mumbai Indians,Rajasthan Royals,Kolkata,49,39,9,166,8.666666667,7.538461538,1
Kings XI Punjab,Chennai Super Kings,Chandigarh,79,54,8,189,10.0,8.777777778,1
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,51,63,7,118,7.052631579,4.857142857,1
Kolkata Knight Riders,Kings XI Punjab,Abu Dhabi,65,34,3,133,4.744186047,11.47058824,0
Rajasthan Royals,Mumbai Indians,Mumbai,11,3,3,213,10.35897436,22.0,0
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,186,118,10,186,0.0,9.457627119,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,161,76,9,223,8.454545455,12.71052632,0
Delhi Daredevils,Mumbai Indians,Mumbai,15,5,7,205,9.913043478,18.0,1
Rajasthan Royals,Deccan Chargers,Ahmedabad,131,104,10,149,6.75,7.557692308,1
Kings XI Punjab,Chennai Super Kings,Chennai,174,111,10,187,8.666666667,9.405405405,0
Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,21,22,7,116,5.816326531,5.727272727,1
Delhi Daredevils,Mumbai Indians,Sharjah,96,93,10,126,6.666666667,6.193548387,1
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,133,107,9,158,11.53846154,7.457943925,0
Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,91,92,9,116,5.357142857,5.934782609,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,41,27,4,174,8.580645161,9.111111111,0
Royal Challengers Bangalore,Mumbai Indians,Bengaluru,112,59,8,198,8.459016393,11.38983051,0
